Dodic,Nomenclature
MM33,"""CHG, DEMO FLEX LIN SHPD PbS RDX 60 GRAIN/FT 6 FT"""
MM34,"""CHG, DEMO FLEX LIN SHPD PbS RDX 75 GRAIN/FT 6 FT"""
MM35,"""CHG, DEMO FLEX LIN SHPD PbS RDX 100 GRAIN/FT 6 FT"""
MM36,"""CHG, DEMO FLEX LIN SHPD PbS RDX 150 GRAIN/FT 6 FT"""
MM37,"""CHG, DEMO FLEX LIN SHPD PbS RDX 200 GRAIN/FT 6 FT"""
MM38,"""CHG, DEMO FLEX LIN SHPD PbS RDX 225 GRAIN/FT 6 FT"""
MM39,"""CHG, DEMO FLEX LIN SHPD PbS RDX 400 GRAIN/FT 6 FT"""
MM40,"""CHG, DEMO FLEX LIN SHPD PbS RDX 600 GRAIN/FT 6 FT"""
MM41,"""CHG, DEMO FLEX LIN SHPD PbS H-6 30 GRAIN/FT 6 FT"""
MM42,"""CHG, DEMO FLEX LIN SHPD PbS H-6 40 GRAIN/FT 6 FT"""
MM43,"""CHG, DEMO FLEX LIN SHPD PbS H-6 60 GRAIN/FT 6 FT"""
MM44,"""CHG, DEMO FLEX LIN SHPD PbS H-6 75 GRAIN/FT 6 FT"""
MM45,"""CHG, DEMO FLEX LIN SHPD PbS H-6 125 GRAIN/FT 6 FT"""
MM46,"""CHG, DEMO FLEX LIN SHPD PbS H-6 225 GRAIN/FT 6 FT"""
MM47,"""CHG, DEMO FLEX LIN SHPD PbS H-6 400 GRAIN/FT 6 FT"""
MM48,"""CHG, DEMO FLEX LIN SHPD PbS H-6 600 GRAIN/FT 6 FT"""
MM50,"""CHG, DEMO SHAPE XM/M221"""
MM51,"""CHG, DEMO FLEX LIN SHPD MK143-0 600 GRAIN/FT"""
MM52,"""CHG, DEMO FLEX LIN SHPD MK144-0 1200 GRAIN/FT"""
MM53,"""CHG, DEMO FLEX LIN SHPD MK145-0 2400 GRAIN/FT"""
MM54,"""CHG, DEMO FLEX LIN SHPD MK149-0 5400 GRAIN/FT"""
MM55,"""DET, NON-ELEC MK120-0"""
MM56,"""DET, NON-ELEC MK123-0"""
MM57,"""DET, NON-ELEC MK126-0"""
MM58,"""DET, NON-ELEC MK121-0"""
MM59,"""DET, NON-ELEC MK122-0"""
MM60,"""DET, NON-ELEC MK124-0"""
MM61,"""DET, NON-ELEC MK125-0"""
MM62,"""DET, NON-ELEC MK127-0"""
MM63,"""CHARGE, SHOCK TEST 3500 LB"""
MM91,"""INITIATOR, PYRO LEAD MK24-0"""
MM92,"""INITIATOR, DUAL PYRO LEAD MK25-0"""
MN01,"""EXPL SCENT KIT, CANINE"""
MN02,"""CAP, BLAST NON-ELEC 500FT SHK TUBE M12"""
MN03,"""CAP, BLAST NON-ELEC 1000FT SHK TUBE M13"""
MN04,"""DYNAMITE, AMMONIUM NITRATE 50%; “S/S LIFE ITEM”"""
MN05,"""DYNAMITE, NITROGLYCERIN 50%; “S/S LIFE ITEM”"""
MN06,"""CAP, BLAST NON-ELEC M14"""
MN07,"""CAP, BLAST NON-ELEC 70FT SHOCK TUBE M15"""
MN08,"""IGNITER, TIME BLAST FUSE XM/M81"""
MN11,"""FIRING DEVICE, DEMO TIME DELAY XM/M147"""
MN22,"""LINEAR SHAPED CHARGE, LHFLSC, 1800 GRN/FT, MK153-0"""
MN23,"""LINEAR SHAPED CHARGE, LHFLSC, 900 GRN/FT, MK152-0"""
MN24,"""LINEAR SHAPED CHARGE, LHFLSC,  450 GRN/FT, MK151-0"""
MN25,"""LINEAR SHAPED CHARGE, LHFLSC,  3600 GRN/FT, MK154-0"""
MN26,"""DEMO KIT, BLAST FIGHT POSITION EXCVTR XM/M300"""
MN27,"""DEMO KIT, BLAST RELOAD XM/M301 F/FPE (SEE MN26)"""
MN28,"""SELECTABLE LT WT ATTACK MUNITION (SLAM) XM/M4"""
MN29,"""FIRING DEVICE DEMO, MK48-2"""
MN30,"""DYNAMITE, NITROGLYCERIN 60% (SEE MN01)"""
MN32,"""DYNAMITE, AMMONIUM NITRATE 60%; “S/S LIFE ITEM”"""
MN33,"""CORD, DET HVY LD PETN 200 GRNS/FT NEW/FT"""
MN34,"""CORD, DET HVY LD PETN 100 GRNS/FT NEW/FT"""
MN39,"""CAP, BLAST NON-ELEC 10FT SHK TUBE M16"""
MN41,"""CAP, BLAST NON-ELEC 30FT TIME FUSE M18"""
MN43,"""ARMOR TILE, VEHICLE SET BFV"""
MN44,"""FIRING DEVICE DEMO, MK59-0"""
MN47,"""CHG, DEMO SEMTEX H"""
MN48,"""CHG, DEMO SEMTEX 1A (1375)"""
MN50,"""DETONATOR, DELAY MK150-0"""
MN51,"""DETONATOR, NON-ELEC DUAL MK153-0"""
MN52,"""DETONATOR, NON-ELEC DUAL MK154-0"""
MN53,"""BLOCK, DEMOLITION, C-4, 1LB"""
MN54,"""DETONATOR, NON-ELEC DUAL MK155-0"""
MN55,"""DETONATOR, DELAY MK151-0"""
MN56,"""DETONATOR, DELAY MK152-0"""
MN58,"""FZ & CHG ASSY, F/MK155-0 PRACT DIVERSIONARY CHG"""
MN59,"""ARMOR TILE, CONSOLIDATED PK M16/17/18"""
MN60,"""IGNITER, ELEC MATCH XM/M79"""
MN61,"""ARMOR TILE, CONSOLIDATED PK M13"""
MN62,"""ARMOR TILE, CONSOLIDATED PK M18"""
MN63,"""ARMOR TILE, CONSOLIDATED PK M13/14/15"""
MN64,"""ARMOR TILE, VEHICLE SET TANK ABRAMS"""
MN68,"""BOOSTER, DEMO CHG M151"""
MN69,"""BOOSTER, DEMO CHG M152"""
MN70,"""CUTTER, POWDER ACTUATED, MK23 MOD 1"""
MN71,"""CUTTER, POWDER ACTUATED, MK24 MOD 1"""
MN76,"""EXPL SCENT KIT, CANINE (PART A)"""
MN77,"""EXPL SCENT KIT, CANINE (PART B)"""
MN79,"""ANTI-PERS OBSTACLE BREECH SYS (APOBS) MK7-1/2"""
MN80,"""RADIO FIRING DEVICE REC, N-E BLAST C ACT M17"""
MN81,"""FIRING DEVICE, NON-MAGNETIC MK62-0"""
MN82,"""CHG, DEMO BLOCK SEMTEX A F/DOG SCENT KIT"""
MN83,"""CHG, DEMO BLOCK SEMTEX H F/DOG SCENT KIT"""
MN86,"""CAP, BLAST NON-ELEC W/200 FT MINI-TUBE M19"""
MN88,"""CAP, BLAST NON-ELEC W/500 FT MINI-TUBE M21"""
MN90,"""CAP, BLAST NON-ELEC W/1000 FT MINI-TUBE M23"""
MN91,"""DEVICE, FIRING DEMOLITION TD-SYDET M153"""
MN92,"""ARMOR TILE, M3A2 BFV"""
MN93,"""ARMOR TILE, M4A2 BFV"""
MN94,"""ARMOR TILE, VEHICLE SET BFV"""
MN97,"""DETONATOR, NON-ELEC MK161-0"""
MP03,"""KIT, DEMO BANGALORE TORP 2-1/2 FT M1A3"""
MP05,"""ARMOR TILE, STRYKER AOA LOW GLACIS MODULE M23"""
MP06,"""ARMOR TILE, STRYKER AOA SMALL MODULE M24"""
MP07,"""ARMOR TILE, STRYKER AOA LARGE MODULE M22"""
MP08,"""ARMOR TILE, STRYKER AOA LARGE REAR LOW MOD M30"""
MP09,"""ARMOR TILE, STRYKER AOA LARGE UP LOW MODULE M29"""
MP10,"""ARMOR TILE, STRYKER AOA LARGE F BUMP MODULE M31"""
MP11,"""ARMOR TILE, STRYKER AOA VEHICLE SET"""
MP12,"""SELECTABLE LIGHTWEIGHT ATTACK MUNITION, M4A1"""
MP13,"""DETONATOR, NON-ELEC MK162-0"""
MP14,"""FIRING DEVICE, TIME DELAY II DEMO MK65-0"""
MP15,"""ARMOR TILE, *, ABRAMS ARAT XM19"""
MP17,"""DETONATOR, NON-ELEC MK163-0"""
MP22,"""ARMOR TILE, ABRAMS ARAT TILE II XM32"""
MP24,"""DEVICE, FIRING RECEIVER, XM40"""
MP25,"""TILE, ARMOR, BRADLEY REACTIVE TILE, XM33, (02 IBD)"""
MP27,"""CHARGE DEMOLITION, MK 179 MOD 0"""
MP28,"""CHARGE DEMOLITION, MK 180 MOD 0"""
MP29,"""DETONATOR, NONELEC, DUAL 40 FT MK 164 MOD 0"""
MP30,"""TILE, ARMOR, VEHICLE SET, STRYKER"""
MP31,"""TILE, ARMOR, STRYKER, M34"""
MP32,"""TILE, ARMOR, STRYKER, M35"""
MP33,"""TILE, ARMOR, STRYKER, M36"""
MP34,"""TILE, ARMOR, STRYKER, M37"""
MP35,"""TILE, ARMOR, STRYKER, M40"""
MP36,"""TILE, ARMOR, STRYKER, M41"""
MP37,"""TILE, ARMOR, STRYKER, M42"""
MP38,"""TILE, ARMOR, STRYKER, M38"""
MP41,"""TILE, ARMOR, VEHICLE SET, STRYKER NBCRV"""
MP42,"""TILE, ARMOR, VEHICLE SET, STRYKER MGS"""
MP43,"""TILE, ARMOR, VEHICLE SET, STRYKER ESV"""
MP45,"""TILE, ARMOR, VEHICLE SET, STRYKER MCV/MEV"""
MP50,"""DETONATOR, NONELEC, DUAL 50 FT MK 165 MOD 0"""
MP51,"""DETONATOR, NONELEC, DUAL 100 FT MK 166 MOD 0"""
MP53,"""DETONATOR, 3.8 SEC DLY, INTEGRAL FIRING DEV, MK 167-0"""
MP54,"""DETONATOR, 9.6 SEC DLY, INTEGRAL FIRING DEV, MK 168-0"""
MP55,"""DETONATOR, 6.4 SEC DLY, INTEGRAL FIRING DEV, MK 169-0"""
MS47,"""CORD, DET SMDC HNS TY 1/GR A (1377)"""
MS48,"""CORD, DET SMDC HNS TY 1/GR A"""
MS49,"""CORD, DET SMDC HNS TY 1/GR A"""
MS50,"""CORD, DET SMDC HNS TY 1/GR A"""
MS51,"""CORD, DET SMDC HNS TY 1/GR A (1377)"""
MS52,"""CORD, DET SMDC HNS TY 1/GR A"""
MS53,"""CORD, DET SMDC HNS TY 1/GR A"""
MS54,"""CORD, DET SMDC HNS TY 1/GR A"""
MS55,"""CORD, DET SMDC HNS TY 1/GR A"""
MS56,"""CORD, DET SMDC HNS TY 1/GR A"""
MS57,"""CORD, DET SMDC HNS TY 1/GR A"""
MS58,"""CORD, DET SMDC HNS TY 1/GR A"""
MS59,"""CORD, DET SMDC HNS TY 1/GR A"""
MS60,"""CORD, DET SMDC HNS TY 1/GR A"""
MS61,"""CORD, DET SMDC HNS TY 1/GR A"""
MS62,"""CORD, DET SMDC HNS TY 1/GR A"""
MS63,"""CORD, DET SMDC"""
MS64,"""CORD, DET SMDC"""
MS65,"""CORD, DET SMDC"""
MS66,"""CORD, DET SMDC"""
MS67,"""CORD, DET WCA"""
MS68,"""CORD, DET SMDC"""
MS69,"""CORD, DET SMDC"""
MS70,"""CORD, DET SMDC"""
MS71,"""CORD, DET SMDC"""
MS72,"""CORD, DET SMDC"""
MS73,"""CORD, DET SMDC"""
MS74,"""CORD, DET SMDC"""
MS75,"""CORD, DET SMDC"""
MS76,"""CORD, DET LSCA HNS TY 1/GR A"""
MS77,"""CORD, DET LSCA HNS TY 1/GR A"""
MS78,"""CORD, DET WCA HNS TY 1/GR A"""
MS79,"""CORD, DET WCA HNS TY 1/GR A"""
MS80,"""CORD, DET SMDC HNS TY 1/GR A"""
MS81,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS82,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS83,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS84,"""CORD, DET SMDC HNS TY 1/GR A"""
MS85,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS86,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS87,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS88,"""CORD, DET SMDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS89,"""CORD, DET FCDC HNS TY 1/GR A"""
MS90,"""CORD, DET FCDC HNS TY 1/GR A"""
MS91,"""CORD, DET FCDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS92,"""CORD, DET FCDC HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS93,"""CORD, DET FCDC HNS TY 1/GR A"""
MS94,"""CORD, DET WCA HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS95,"""CORD, DET WCA HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS96,"""CORD, DET WCA HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS97,"""CORD, DET WCA HNS TY 1/GR A; “S/S LIFE ITEM”"""
MS98,"""CORD, DET SET"""
MS99,"""CORD, DET SMDC"""
MT06,"""INITIATOR, CAD JAU-59/A; “S/S LIFE ITEM”"""
MT07,"""INITIATOR, CAD JAU-56/A"""
MT13,""" IMPULSE CCU-118/A"""
MT14,"""INITIATOR, CAD DELAY 1.5 SEC"""
MT15,"""INITIATOR, CAD DELAY 2 SEC"""
MT16,"""INITIATOR, CAD JAU-66/A"""
MT17,"""INITIATOR, CAD JAU-67/A"""
MT18,"""INITIATOR, CAD JAU-68/A"""
MT20,""" ACFT FIRE EXT, H-60; “S/S LIFE ITEM”"""
MT21,""" AIRCRAFT FIRE EXT, CCU-111/A"""
MT23,""" AIRCRAFT FIRE EXT"""
MT26,"""DEICING SET (ENVIRON PROT CVR ASSY) HELLFIRE (1377)"""
MT28,"""RCKT MTR, MK121-0"""
MT29,"""ROCKET MOTOR, MK 122 MOD 0"""
MT34,"""ROCKET MOTOR, CANOPY JETTISON"""
MT47,"""CATAPULT, RCKT ACFT EJECT SEAT CKU-5B/A"""
MT57,"""INITIATOR, PROP ACTUATED 1 SEC"""
MT58,"""INITIATOR, PROP ACTUATED .33 SEC"""
MT65,"""INITIATOR, PROP ACTUATED"""
MT72,"""CANOPY THRUSTER (F-117)"""
MT76,""" IMPULSE"""
MT82,""" EXPLOSIVE FIRE EXTINGUISHER ACTUATING APU-3A"""
MT84,""" IMPULSE"""
MT88,""" IMPULSE CCU-100/A"""
MT89,""" IMPULSE CCU-101/A"""
MT90,""" IMPULSE CCU-104/A"""
MT91,""" IMPULSE CCU-105/A"""
MT95,""" IMPULSE CCU-107/B"""
MT96,""" IMPULSE CCU-96/B"""
MT97,""" IMPULSE CCU-99/A"""
MU01,"""CUTTER, CAD"""
MU02,"""CUTTER, CAD; “S/S LIFE ITEM”"""
MU03,"""CUTTER, CAD"""
MU05,"""CUTTER, CAD MODEL D10C-2"""
MU10,"""CUTTER, PAD"""
MU11,"""CUTTER, PROP ACTUATED MLU-58/B"""
MU26,""" ACFT FIRE EXT, KC-135"""
MU27,""" ACFT FIRE EXT, KC-135"""
MU34,"""REFIRE KIT, CABLE & CUTTER ASSY; “S/S LIFE ITEM”"""
MU40,"""CORD, DET 6000 IN 400 GRAIN/FT NEW/FT (1375)"""
MU41,"""CORD, DET 14400 IN 200 GRAIN/FT NEW/FT (1375)"""
MU42,"""CORD, DET 9600 IN 100 GRAIN/FT NEW/FT (1375)"""
MU43,"""CORD, DET 3000 IN 666 GRAIN/FT NEW/FT (1375)"""
MU44,"""CORD, DET SMDC"""
MU45,"""CORD, DET HNS TY 1/GR A"""
MU46,"""CORD, DET HNS TY 1/GR A"""
MU48,"""CORD, DET HNS TY 1/GR A"""
MU75,"""RCKT MTR, EJECT SEAT MK90-1"""
MU76,"""RCKT MTR, EJECT SEAT MK82-1"""
MU78,"""INITIATOR, CTG ACTUATED DELAY 0.75 SEC"""
MU84,"""INITIATOR, CTG ACTUATED DELAY 2 SEC"""
MU87,"""INITIATOR, CTG ACTUATED DELAY 1.5 SEC"""
MU88,"""INPUT CARTRIDGE FORWARD HATCH REMOVER (B1B)"""
MU97,"""ACTUATOR, EXPLOSIVE, LINEAR"""
MU98,"""ACTUATOR, EXPLOSIVE, LINEAR"""
MU99,"""ACTUATOR, EXPLOSIVE, LINEAR"""
MW29,"""DELAY ELEMENT, DET MK19-1 (1375)"""
MW29,"""DELAY ELEMENT, DET MK19-0 (1375)"""
MW37,"""DRIVER, POWDER ACTUATED MK22-0 (1375)"""
MW52,"""CHG KIT, EXPL SHEET MK57-0 (1375)"""
MW53,"""CHG, EXPL SHEET ASSY MK56-0 (1375)"""
MW54,"""PROJECTILE, 59 0 (1305)"""
MW55,"""KIT-ACC 26 0 (1305)"""
MW84,"""CHG KIT, DEMO TUBULAR MK75-0 SWIMMERS WPN SYS"""
MY57,"""PROP POWDER, IMR 4064 (SEE MN01) (1376)"""
MY77,"""EXPL, WATER GEL TOVEX 100; “S/S LIFE ITEM” (1375)"""
MY86,"""PARTS KIT, CUTTER UH-1"""
M000,"""DETONATOR, STAB M44E1/M42/M50 (1376)"""
M008,""" IMPULSE M270"""
M009,""" IMPULSE EX80-0"""
M011,""" IMPULSE MK17 MODS"""
M012,""" IMPULSE MK19-0"""
M015,""" IMPULSE MK24-0"""
M020,"""CHG, DEMO SHAPED MK45-0 (1375)"""
M022,"""CHG, DEMO SHAPED 2B20"""
M023,"""CHG, DEMO BLOCK C-4 M112"""
M024,"""CHG, DEMO BLOCK M118"""
M025,"""CHG, DEMO FLEX LINEAR M58/A1"""
M026,"""DEMO KIT, BANGALORE TORP M1A1"""
M028,"""DEMO KIT, BANGALORE TORP M1A2"""
M029,"""CHG, DEMO SHAPED FLEX LINEAR"""
M030,"""CHG, DEMO BLOCK TNT (1375)"""
M031,"""CHG, DEMO BLOCK ½ LB"""
M032,"""CHG, DEMO BLOCK"""
M034,"""CHG, DEMO BLOCK"""
M035,"""CHG, DEMO M1 CHAIN 8 X 2 1/2 LB"""
M036,"""CHG, DEMO BLOCK M2"""
M037,"""CHG, DEMO BLOCK M3"""
M038,"""CHG, DEMO BLOCK M5 & A1"""
M039,"""CHG, DEMO CRATERING"""
M040,"""CHG, DEMO CRATERING MK2-1, 2, 3, 4"""
M041,"""CHG, DEMO BLOCK MK4-0"""
M043,"""CHG, DEMO BLOCK MK14-1"""
M044,"""CHG, DEMO BLOCK OR SHAPED MK26-0"""
M046,"""CHG, DEMO FLEX LINEAR MK8-2, 3"""
M048,"""CHG, DEMO BLOCK MK20-0"""
M056,"""CHG, DEMO BLOCK MK36-0"""
M060,"""CHG, DEMO ROLL M186 U/I FT NEW/FT"""
M065,"""GENERATOR, GAS PRESS PROP ACT (1377)"""
M073,""" IMPULSE CCU-11/B (1377)"""
M076,""" POWDER ACTUATED (1377)"""
M077,""" POWDER ACTUATED (1377)"""
M078,"""CAP, BLAST ELEC M4"""
M079,""" POWDER ACTUATED (1377)"""
M080,"""CHG, DEMO EXPL SHEET 7 OZ"""
M081,"""CHG, DEMO FLEX LINEAR EXPL SHEET 14 OZ"""
M082,"""CHG, DEMO EXPL SHEET 22 OZ"""
M083,"""CHG, DEMO EXPL SHEET 28 OZ"""
M084,"""CHG, DEMO FLEX LINEAR EXPL SHEET 36 OZ"""
M085,"""CHG, DEMO EXPL SHEET 43 OZ"""
M086,"""CHG, DEMO EXPL SHEET 50 OZ"""
M087,"""CHG, DEMO FLEX LINEAR EXPL SHEET 57 OZ"""
M091,"""CAP, BLAST ELEC NO 11 DELAY"""
M092,"""CAP, BLAST ELEC NO 12 DELAY"""
M093,"""CAP, BLAST ELEC NO 13 DELAY"""
M094,"""CAP, BLAST ELEC NO 14 DELAY"""
M095,"""CAP, BLAST ELEC NO 15 DELAY"""
M101,"""CAP, BLAST ELEC NO 1 DELAY"""
M102,"""CAP, BLAST ELEC NO 2 DELAY"""
M103,"""CAP, BLAST ELEC NO 3 DELAY"""
M104,"""CAP, BLAST ELEC NO 4 DELAY"""
M107,"""CAP, BLAST ELEC NO 5 DELAY"""
M108,"""CAP, BLAST ELEC NO 6 DELAY LEAD 12 FT"""
M109,"""CAP, BLAST ELEC NO 6 LEAD 4-10 FT"""
M117,"""CAP, BLAST ELEC NO 7 DELAY"""
M118,"""CAP, BLAST ELEC NO 8 DELAY"""
M128,"""CAP, BLAST ELEC NO 9 DELAY"""
M129,"""CAP, BLAST ELEC NO 10 DELAY"""
M130,"""CAP, BLAST ELEC SPEC/M6"""
M131,"""CAP, BLAST NON-ELEC SPEC/M7"""
M138,"""CAP, BLAST ELEC E81"""
M153,"""CAP, BLAST ELEC E108"""
M155,"""FASTENER UNIT, POWDER ACTUATED TOOL (1377)"""
M156,"""FASTENER UNIT, POWDER ACTUATED TOOL"""
M158,""" ENGINE STARTER MXU-4A/A"""
M161,""" IMPULSE CABLE CUTTER MK23-0"""
M162,""" IMPULSE; “S/S LIFE ITEM”"""
M168,""" POWDER ACTUATED TOOL .22 CAL (1377)"""
M169,""" POWDER ACTUATED TOOL .22 CAL"""
M171,""" POWDER ACTUATED TOOL .22 CAL"""
M172,""" POWDER ACTUATED TOOL .22 CAL"""
M174,""" IMPULSE ELEC .50 CAL (1377/1385)"""
M178,""" ACFT FIRE EXT .375 CAL"""
M179,""" ACFT FIRE EXTINGUISHER CCU-94/A"""
M182,""" ACFT FIRE EXT CCU-93/A (1377)"""
M185,""" IMPULSE MK8-0"""
M189,""" IMPULSE ARD 863-1/1A1W"""
M190,""" IMPULSE MK2-1"""
M193,""" ACFT FIRE EXTINGUISHER"""
M197,""" IMPULSE MK131-0"""
M202,""" DELAY MK35-0 0.625 SEC"""
M204,""" DELAY M36-0 0.400 SEC"""
M205,""" DELAY M114"""
M207,""" DELAY M90 0.3 SEC"""
M208,""" DELAY M70"""
M209,""" DELAY M93 1.0 SEC"""
M217,""" IMPULSE M73"""
M218,""" IMPLUSE M91/T289"""
M219,""" IMPULSE MK14-0, 1"""
M220,""" IMPULSE M29A2"""
M221,""" IMPULSE *"""
M222,""" IMPULSE M36 & A1"""
M223,""" IMPULSE M37"""
M232,""" ACFT FIRE EXTINGUISHER"""
M236,"""DESTRUCTOR, EXPL LGM-25"""
M237,""" ACFT FIRE EXTINGUISHER"""
M241,"""DESTRUCTOR, EXPL UNIVERSAL M10 (1375)"""
M244,""" POWDER ACTUATED .27 CAL"""
M246,"""REMOVER, ACFT CANOPY M1A3"""
M249,"""REMOVER, ACFT CANOPY M3A1"""
M251,"""REMOVER, ACFT CANOPY M4"""
M253,""" IMPULSE"""
M254,"""BOLT, EXPL MK5-0"""
M255,"""REMOVER, ACFT CANOPY M8A1"""
M256,"""REMOVER, ACFT CANOPY M9"""
M258,"""INITIATOR, CTG ACTUATED 0.4 SEC DELAY"""
M259,"""INITIATOR, CTG ACTUATED 1.1 SEC DELAY"""
M263,"""IGNITION ELEMENT, ELEC XM/M47"""
M264,"""IGNITION ELEMENT, ELEC M55"""
M265,"""IGNITION ELEMENT, ELEC MK22-0"""
M276,""" DELAY M155"""
M282,""" DELAY MK4-1, 2 0.750 SEC"""
M283,""" DELAY MK86-0"""
M284,""" DELAY MK5-1, 2 2.0 SEC"""
M285,""" DELAY MK6-1, 2 3.0 SEC"""
M289,""" DELAY CCU-18/B 2.0 SEC"""
M291,""" IMPULSE MK104-0"""
M308,""" DELAY XM/M252 20 SEC"""
M312,"""CATAPULT, ACFT EJECT SEAT M9"""
M314,"""CATAPULT, ACFT EJECT SEAT MK8-0"""
M316,"""CATAPULT, ACFT EJECT SEAT MK7 MODS"""
M317,"""CATAPULT, ACFT EJECT SEAT MK13-2, 3"""
M322,"""CATAPULT, ACFT M3A1 (1377)"""
M323,"""CATAPULT, ACFT M4A1"""
M326,"""CATAPULT, ACFT EJECT SEAT MK1-1"""
M327,"""COUPLING BASE, FIRING DEVICE W/PRIMER (1375)"""
M330,"""CATAPULT, ACFT EJECT SEAT"""
M337,"""CATAPULT, ACFT EJECT SEAT"""
M339,"""CATAPULT, ACFT EJECT SEAT XM/M37"""
M341,"""BOLT, EXPL MK1-0"""
M345,"""CATAPULT, ACFT EJECT SEAT"""
M346,"""CATAPULT, ACFT EJECT SEAT"""
M347,"""CATAPULT, ACFT EJECT SEAT"""
M359,""" IMPULSE"""
M361,""" IMPULSE M127/T307"""
M363,""" IMPULSE MK124-0"""
M364,""" IMPULSE MK125-0"""
M365,""" IMPULSE MK1-3"""
M370,""" IGNITION F/UNDERSEAT RCKT CATAPULT"""
M371,""" ENGINE STARTER MXU-129/A"""
M379,""" ENGINE STARTER MXU-4/A"""
M380,""" IMPULSE M42A1"""
M381,""" IMPULSE M43"""
M382,""" IMPULSE M44A1"""
M385,""" IMPULSE M119/T297"""
M386,""" IMPULSE M94"""
M389,""" IMPULSE M146"""
M397,"""CTG SET, SEAT EJECT for F-4 AIRCRAFT"""
M398,"""CTG SET, ESCAPE F/MARTIN BAKER EJECT SEAT"""
M404,""" DELAY 0.5 SEC"""
M418,"""CHG, DEMO SHAPED MK47 (1375)"""
M420,"""CHG, DEMO SHAPED M2 SERIES 15 LB (1375)"""
M421,"""CHG, DEMO SHAPED M3 SERIES 40 LB (1375)"""
M436,"""RCKT MTR, MK51-0, 1 SEAT EJECT"""
M437,"""RCKT MTR, MK54-0 SEAT EJECT"""
M443,"""KIT, DEMO PROJ CHG M173 (1375)"""
M444,"""KIT, DEMO PROJ CHG M157 (1375)"""
M445,"""KIT, DEMO PROJ CHG M157, M1, M1A1(M1E1) (1375)"""
M446,"""KIT, DEMO PROJ CHG M1 (1375)"""
M447,"""RCKT MTR, XM/M119"""
M448,"""DETONATOR, PERC M2A1 (1375)"""
M450,"""DETONATOR, PERC M1A2 (1375)"""
M455,"""CORD, DET PETN NEW/FT (1375)"""
M456,"""CORD, DET PETN NEW/FT (SEE MN01) (1375)"""
M457,"""CORD, DET PETN NEW/FT (1375)"""
M466,"""DETONATOR, PERC MK2 (1375)"""
M471,"""CUTTER, CAD F/REEFING LINE 4.5 SEC DELAY"""
M485,"""CUTTER, HE MK3 MOD1(1375)"""
M492,"""CUTTER, CAD MK18-0"""
M499,"""CUTTER, CAD MK4-0"""
M500,"""CUTTER, CAD M21; “S/S LIFE ITEM”"""
M506,""" IMPULSE MK73-0"""
M507,""" IMPULSE F/DROGUE GUM PARA"""
M509,""" IMPULSE MK9-0"""
M510,""" IMPULSE MK18-0"""
M514,""" IMPULSE MK44-0; “S/S LIFE ITEM”"""
M516,""" IMPULSE MK45-0"""
M517,""" IMPULSE MK47-0"""
M518,""" IMPULSE MK49-0"""
M519,""" IMPULSE MK51-0, 1 (1377)"""
M520,""" IMPULSE MK66-0"""
M521,""" IMPULSE MK82-0"""
M523,""" IMPULSE MK105-0"""
M535,""" IMPULSE MK67-0"""
M540,"""DETONATOR KIT, CONCUSSION M1 (1375)"""
M543,""" IMPULSE MK97"""
M548,""" IMPULSE MK127-0"""
M554,"""CUTTER, CAD"""
M564,"""CUTTER, CTG ACTUATED"""
M570,""" IMPULSE PERC GAS GEN"""
M571,""" IMPULSE PERC GAS GEN"""
M572,"""RCKT MTR, MK74-0, 1"""
M573,"""RCKT MTR, MK75-0, 1"""
M575,"""INITIATOR, XM/M104"""
M576,"""INITIATOR, JAU 2/A25"""
M577,"""CATAPULT, ACFT EJECT SEAT MK16-0"""
M585,"""DYNAMITE; “S/S LIFE ITEM” (1375)"""
M587,"""DYNAMITE; “S/S LIFE ITEM” (1375)"""
M591,"""DYNAMITE, MILITARY M1 TNT (1375)"""
M594,"""RCKT MTR, MK76-0, 1"""
M595,"""RCKT MTR, MK77-0, 1"""
M596,"""INITIATOR, CTG ACTUATED JAU 13/A"""
M597,"""INITIATOR, CTG ACTUATED JAU 14/A"""
M598,"""CRYPTO EQUIP DESTRYR, INC M1A1, A2 TH1/TH4 (1375)"""
M600,"""CRYPTO EQUIP DESTRYR, INC M2A1 TH1"""
M601,"""CRYPTO EQUIP DESTRYR, SIMUL INC MIX"""
M605,"""DOC DESTRYR, EMER INC M3"""
M606,"""CRYPTO EQUIP DESTRYR, INC M1A2 TH4"""
M607,"""CRYPTO EQUIP DESTRYR, SIMUL INC MIX"""
M608,"""CRYPTO EQUIP DESTRYR, INC M2A1 TH4"""
